,NOM,FORMAT,#catalogue1,#catalogue2,fournisseur2,fournisseur1,prix
anticorps&autres,Peniciline stretomycine,100ml/Bouteille,P0781,,,sigma-aldrich,9.95
anticorps&autres,Percoll,1L,P1644,,,sigma-aldrich,331
anticorps&autres,phenylmethylsulfonylfluoride ,1g,P7626,,,sigma-aldrich,34.7
anticorps&autres,phosphatase Inhibitor Cocktail 2,,P5726,,,sigma-aldrich,54.4
anticorps&autres,Phosphate Buffer Salin solution  1L,1L,P5493,,,sigma-aldrich,94.3
anticorps&autres,Phytohemagglutinin PHA-P Phaseolus vulgaris,5mg,L9132,,,sigma-aldrich,40.8
anticorps&autres,PMA,,79346,,,sigma-aldrich,72.2
anticorps&autres,PMA (phorbol 12-myristate 13 acetate),1 mg,P1585,,,sigma-aldrich,74.4
anticorps&autres,Poly IC,50 mg,P0913,,,sigma-aldrich,206
anticorps&autres,Polyethylenimine,100ml,408727,,,sigma-aldrich,54.9
anticorps&autres,Poly-Prep slides,72 lames par boîte,P0425,,,sigma-aldrich,49.7
anticorps&autres,Prostaglandine,1mg,P6532,,,sigma-aldrich,195
anticorps&autres,Proteinase K ,100mg,P6556,P0390,,sigma-aldrich,106.1
anticorps&autres,"RIBONUCLEIC ACID, TRANSFERT",500U,R9001,,,sigma-aldrich,69
anticorps&autres,RPMI-1640,500 mL,R8758,,,sigma-aldrich,3.97
anticorps&autres,Saponine,100 g,S7900,,,sigma-aldrich,3.97
anticorps&autres,Serum FBS,500 mL,F1051,,,sigma-aldrich,
anticorps&autres,Sesame oil,250 ml,S3547,,,sigma-aldrich,
anticorps&autres,Single strand herring sperm DNA,,D7290,,,sigma-aldrich,
anticorps&autres,Sodium bicarbonate,500 g,S5761,,,sigma-aldrich,
anticorps&autres,Sodium Hydroxyde (NaOH),500G,S8045,,,sigma-aldrich,
anticorps&autres,Spectinomycin dihydrochloride hydrate,5g,S4014,,,sigma-aldrich,
anticorps&autres,Streptavidin-beaded-agarose,5 ml,S1638,,,sigma-aldrich,
anticorps&autres,Triethanolamine,100 ml,T1377,,,sigma-aldrich,
anticorps&autres,Trizma base,1 Kg,T1503,,,sigma-aldrich,
anticorps&autres,Valproic acid sodium salt,10G,P4543,,,sigma-aldrich
anticorps&autres,water,500ml,W3500,,,sigma-aldrich
anticorps&autres,water,1litre,W4502,,,sigma-aldrich
anticorps&autres,Rosette sep human anti CD3,,15661,,,stemcell
anticorps&autres,StrataCooler® Lite Rack,rack,400017,,,Stratagene
anticorps&autres,precleaned  micro slides frosted,boite,00240-01,,,surgipath
anticorps&autres,External Auto CO2 Tank Switch,,SV 1550,,Nuaire,sw bio-technologies
anticorps&autres,Takara Ex Taq™ DNA Polymerase,"1,000 units",RR001B,,,takara bio 
anticorps&autres,ppSEB,1 mg,BP202,,,toxin technology
anticorps&autres,35mm multiwell plate aspirator manifold,,VP187A,,,v&p scientific
anticorps&autres,manifold 12 wells (aspiration) - 7 mm needles ,,VP 187D,,,v&p scientific
anticorps&autres,virkon,50 sachets de 50g,DIN02125021,,,vetoquinol
anticorps&autres,Aakt inhibitor IV,1 mg,80603-520,124011,,VWR International
anticorps&autres,"Acrodisc 25mm 0,2um",pk/50,28143-310,pn 4612,Pall Life Sciences,VWR International
anticorps&autres,Bacto Tryptone,500g,ca90000-286,CADF0123-17,BD,VWR International
four. labo,bande PH indicateur,pk/100,EM-9588-1,,,VWR International
four. labo,batteries pour pipet-aid,each,53498-063,,,VWR International
anticorps&autres,Bay 11-7082 in solution,10mg,80016-546,,,VWR International
anticorps&autres,BD cell mab medium 1l,u,CA90001-112,220511,,VWR International
anticorps&autres,Benzonase Nuclease,each,80108-808,70664-3,,VWR International
anticorps&autres,BioDish xl square stérile,cs/20,cabd351040,351040,BD Falcon,VWR International
anticorps&autres,BL21,1ml,80030-324,69451-3,"EMD , Novagen",VWR International
plastique,Boites en carton pour tubes 5.1x13.3x13.3cm,pk/12,55705-424,5954,,VWR International
anticorps&autres,Buffer ph10,475ml,34182-390,910110,,VWR International
anticorps&autres,Buffer ph4,475ml,34182-306,910104,,VWR International
anticorps&autres,Buffer ph7,475ml,34182-386,910105,,VWR International
anticorps&autres,Carboys with spigot and handles,10l,16101-404,2319-0020,Nalgene,VWR International
anticorps&autres,"Casein Kinase I Inhibitor, D4476 ",1mg,80603-228,218696,calbiochem,VWR International
anticorps&autres,"Casein Kinase II Inhibitor II, DMAT",5mg,80016-508,218699,calbiochem,VWR International
anticorps&autres,cell scraper 25 cm,cs/100,ca15621-010,353086,,VWR International
anticorps&autres,cell strainers 70 micron,cs/50,CA21008-952,352350,BD Falcon,VWR International
anticorps&autres,Clear Bath Algicide,each,13272-031,13272-031,,VWR International
four. labo,cryo freezing container,unité,55710-200,5100-0001,Nalgene,VWR International
four. labo,Cryobox system 100,10 boites par case,66008-714,5026-1010,,VWR International
four. labo,Cryogenic vials System 100,pk/500,66008-710,,,VWR International
four. labo,Cryovials Nalgene 1.5 ml,pk/500,66008-710,3019809,GRM,VWR International
four. labo,cube racks ,each,60985-440,,,VWR International
four. labo,cuvette 32x46x6cm,1 x 100 t,62686-320,,,VWR International
four. labo,Desktop Holder for 8X12 bags,,11215-508,,,VWR International
four. labo,Diaphrag kit f/pump,pk/1,53507-050,4-000-010,,VWR International
plastique,dish 100mm X 20 mm,cs/200,CA25382-166,353003,BD,VWR International
plastique,dish 100mm x 20mm,cs/200,CABD353003,353003,BD,VWR International
plastique,dish 60mm X 15m,cs/400,ca25382-332,150326,NUNC,VWR International
plastique,dish 60x15 mm,cs/500,CA25382-100,353002,Falcon,VWR International
plastique,dish tc egrip 35x10mm,cs/500,CA25382-064,,,VWR International
plastique,dish w/vents 140mm X 20mm,cs/80,ca25382-335,168381,NUNC,VWR International
plastique,"Double Beam with 225 g Tare, Stainless Steel Plates, Balance",each,12351-024,156o-sd,,VWR International
four. labo,eyewear uvex spartan blu frame,each,14216-008,,Canlab,VWR International
plastique,"filter memb ,8um 13mm ",pk/100,28158-125,110409,Whatman,VWR International
plastique,filters replacement ,pk/50,53507-080,4-000-052,Drummond,VWR International
plastique,"filters, syringe, 0.45um",pk/50,28143-312,,,VWR International
plastique,filtre 0.22 um (Acrodisc 25 mm syringue filter),pk/50 ,CA28143-310,,Pall Life Sciences,VWR International
plastique,filtre de membrane nucleopore PC 13mm  .8µm,bte/100,28158-125,110409,,VWR International
plastique,fitres steritop 250 ml,cs/12,28196-365,,,VWR International
plastique,flask 1000 ml,cs/3,CACB353137,353137,,VWR International
plastique,flask 250 ml,cs/100,CA29185-304,353110,Falcon,VWR International
plastique,flask 50 ml,cs/100,CA29185-300,353108,BD,VWR International
plastique,flask 750 ml,cs/40,ca29185-308,353112,Falcon,VWR International
four. labo,Four-channel alarm timer,,62344-641,,,VWR International
four. labo,freeze control cryo safe,each,47751-756,,scienceware,VWR International
gants,Gants large diamond grip microflex s-poudre,pk/100,CA32916-502,,Diamond Grip,VWR International
gants,Gants medium diamond grip microflex s-poudre,pk/100,CA32916-500,,Diamond Grip,VWR International
gants,Gants nitrile large+,pk/100,14214-530,hc69478,,VWR International
gants,Gants nitrile lg,pk/100,14215-760,hc61013,,VWR International
gants,Gants nitrile medium,pk/100,14215-762,hc61012,,VWR International
gants,Gants nitrile small,pk/100,14215-764,hc61011,,VWR International
gants,Gants nitrile x-large,pk/100,14215-766,hc61014,,VWR International
gants,Gants nitrile x-small,pk/100,14215-768,hc61010,,VWR International
gants,Gants small diamond grip microflex s-poudre,pk/100,CA32916-506,,Diamond Grip,VWR International
gants,Gants tempshield waterproof,medium,32884-045,ebmwp,,VWR International
four. labo,gas Burner Tubing,pk,18040-005,,,VWR International
plastique,Heavy weight bags,pack of 100,11215-280,h13178-0812,scienceware,VWR International
four. labo,Heavy-Duty Single-Stage Gas Regulator,each,55850-215,,,VWR International
plastique,Hemacytometer Cover-Glasses,pk/12,15170-321,22313,GRM,VWR International
plastique,hexagonal polystyrene weighing dishes,pk3500,25433-102,,,VWR International
four. labo,HyQ SFM4HEK293 powder 10l,each,ca82013-356,sh30522-02,Hyclone,VWR International
four. labo,"ikk Inhibitor II, Wedelolactone",1 mg,80603-648,401474,,VWR International
four. labo,Immulon 2 HB High Binding,50 ELISA plates,62402-972,,,VWR International
plastique,Individual 1.2 ml tubes,pk/1000,83009-678,,,VWR International
four. labo,JAK3 Inhibitor VI,5mg,80603-328,420126,,VWR International
four. labo,Kimwipe 11.4x21.3cm,pk/280,CA72390-010,34120,,VWR International
four. bureau,Laboratory Notebook,each,51280-108,6301-1000,Nalgene,VWR International
four. labo,Lab-Tek Multi-purpose container,120/cs,CA15707-954,,,VWR International
four. labo,Leica CM E Brightfield Microscope,each,CA37000-534,13495211,leica,VWR International
plastique,lid for all plate 96 well,cs/100 ,CA62409-126,263339,,VWR International
four. labo,Lunette de protection pour le P3,each,33002-033,14007-024 s129,,VWR International
four. labo,Meter and Yard Rule ,each,56525-009,,,VWR International
four. labo,microcentrifuge,each,37000-700,,,VWR International
plastique,microtube 1.7 ml clr,pk/500,CA10011-722,mct-175-c,,VWR International
plastique,microtube bulk,pk/960,20901-013,tn0946-01b,,VWR International
four. labo,Minisart Syringe Filters,pk/50,CA43112-023,17598k,,VWR International
plastique,multidish 24well,cs/85,ca73521-006,142485,,VWR International
plastique,multidish 24well steril,cs/75,CA73521-004,142475,BD,VWR International
four. labo,"needle 18gx1,5""",pk/100,CABD305196,305196,,VWR International
four. labo,needle 20Gx1 BD,Pk/100,CABD305175,305175,,VWR International
four. labo,needle 26G1/2,pk/100,CABD305111,305111,,VWR International
four. labo,needle rg 25g x 5/8,pk/100,CABD305122,305122,,VWR International,
four. labo,"needle special 30gx1""",pk/100,CABD305128,305128,,VWR International,
four. labo,Papier pour bench 20 X 300,cs/2,51138-500,11810,,VWR International,
four. labo,Papier Whatman 19cm X 100m,Roll,21427-604,,,VWR International,
four. labo,Parafilm Grand,each,52858-032,52858-032,Parafilm M,VWR International,
four. labo,Parafilm petit,each,52858-076,52858-076,Parafilm M,VWR International,
plastique,Pasteur Pipet Glass,cs/1000,14673-043,,,VWR International,
four. labo,Peel-A-Way square 22X22 mm,cs/288,15160-215,,,VWR International,
four. labo,pellet pestle with tube 1.5 ml,cs/100,KT749520-0090,749520-0090,,VWR International,
plastique,petri dish 100x15mm,cs/600,CA73370-014,3001-00322,,VWR International,
plastique,petris 100mm x 20mm,,CABD353003,3002328,Falcon vwr,VWR International,133.64
four. labo,pGEM -T vector System I,each,CAPAA3600,3600,Promega,VWR International,
four. labo,Pipet Aid TC Housing (nose piece),each,CA53106-222,,BD,VWR International,
plastique,pipette 10 ml,cs/200,CA53300-523,357551,Falcon,VWR International,
plastique,pipette 2 ml,cs/1000,ca53300-363,357507,Falcon,VWR International,
plastique,pipette 25 ml,cs/200,CA53300-567,357525,Falcon,VWR International,
plastique,pipette 5 ml,cs/200,ca53300-421,357543,Falcon,VWR International
plastique,"pipette Pasteur 9""",cs/1000,CA14672-405,,,VWR International
plastique,"Pipettor Solution Bassin, Non stérile",pk/100,21007-970,,,VWR International
plastique,plate 12 puits,cs/50,CA62406-165,353043,Falcon,VWR International
plastique,Plate 24 puits,cs/75,CA62407-072,,,VWR International
plastique,Plate 48 puits steril,cs/50,CA62406-195,353078,Falcon,VWR International
plastique,Plate 6 puits ,cs/75,ca73520-906,152795,NUNC,VWR International
plastique,plate 6 well steril,cs/50 ,CA62406-161,353046,Falcon,VWR International
plastique,plate 96 puits fond V non steriles sans couvercle,cs/180,ca73520-486,249570,NUNC,VWR International
plastique,plate 96 well cap-ps steril,cs/25,CA44200-030,278616,,VWR International
plastique,plate de 96 puits (F) fond plat microwell with lid Nunclon,,CA25382-342,167008,NUNC,VWR International
plastique,plate deep well polystyrene sterile,cs/32,CA44200-024,,,VWR International
plastique,plate tcu96well,cs/50,ca25382-329,163320,NUNC,VWR International
plastique,plate u96 well ,cs/50,ca62406-121,353077,BD,VWR International
four. labo,"Poires , 1 ml ( Rubber bulbs )",pk/12,56311-060,,,VWR International
four. labo,"Pour Ring , bouteille 500 ml Kimax ( rouge )",10,89001-526,,,VWR International
four. labo,"Pour Ring , bouteille 500 ml Kimax ( rouge )",10,89001-526,,,VWR International
plastique,Pyrex brand Filtering Flasks,4 litre,29411-109,,,VWR International
four. labo,rack centrifuge 8-place,50ml,82024-452,,,VWR International
four. labo,rack cryotube 40 tubes,each,55710-262,376589,NUNC,VWR International
plastique,Racks 13 mm O.D. blue (polypropylene nalgene),200x102x57 cm,66023-526,,,VWR International
plastique,Racks 13 mm O.D. red (polypropylene nalgene),200x102x57 cm,66023-530,,,VWR International
plastique,Racks 13 mm O.D. white (polypropylene nalgene),200x102x57 cm,66023-520,,,VWR International
four. labo,reagent labeling immunopen,each,80600-234,,emd biosciences,VWR International
four. labo,Replacement Spigot (valve pour grosse bouteille H2O),each,16334-446,,Nalgene,VWR International
four. labo,rouleau papier Wrap Transparent,45.7 cm x 609.6 m,52857-889,,,VWR International
plastique,"Safe-Lock Eppendorf Biopur microcentrifuge tube, 0.5 ml, individually sealed, pkg. of 50",50/case,CA53511-996,022600001,,VWR International
plastique,"Safe-Lock Eppendorf Biopur microcentrifuge tube, 1.5 ml",cs/100,CA53511-997,022600028,,VWR International
plastique,safety wash bottle ethanol 500ml natural,pk/6,16649-920,,,VWR International
four. labo,Scriber Diamond,each,52865-005,,,VWR International
four. labo,Seringue 1 ml ,pk/100,CABD329652,329652,,VWR International
four. labo,Seringue 10 ml,case de 4 boîte,CABD309604,309604,BD,VWR International
four. labo,Seringue 3mL,pk/100,CABD309585,309585,,VWR International
four. labo,Seringue 5 ml,bte/100,CABD309603,309603,,VWR International
four. labo,Seringue 60 ml,pk40,CABD309653,309653,,VWR International
four. labo,Seringue filter 0.45 um (acrodisc 25mm),pk/50,CA28143-312,PN 4614,Pall / Gelmann,VWR International
four. labo,seringue for eppendorf,cs/100,40000-016,,,VWR International
four. labo,seringue for eppendorf ,cs/100,40000-018,,,VWR International
four. labo,seringue for eppendorf ,cs/100,40000-020,,,VWR International
four. labo,Seringue microliter 700 series,50ul,60373-028,,,VWR International
four. labo,Seringue only 1 mL,pk/100,CADB309602,309602,BD,VWR International
four. labo,"Slide, Kova GLSTIC",pk/100,CA36200-020,45000-122,,VWR International
four. labo,spec-wipe 5 wiper 9x9,pk/300,21913-211,,,VWR International
four. labo,"Spinbar Stir Bars, Octagon",Pack of 6,58949-036,,,VWR International
anticorps&autres,Sporicidine,1,21909-813,re-1284c,,VWR International
four. labo,"Spray bottle, 1000 ml",each,16650-049,,,VWR International
four. labo,Square laboratory bottles Polycarbonate 2000mL,Paquet de 6,16121-230,2015-2000,Nalgene,VWR International
four. labo,Stainless Steel pipet boxes,each,53570-925,1369so,,VWR International
four. labo,stands pipettor 6 stands,each,53576-954,ph-6000,,VWR International
four. labo,Sterilizing trays PP Scienware,each,62662-445,,,VWR International
plastique,Supports à eppendorfs - centrifuge racks assorted pac,pk/5,30128-282,,,VWR International
four. labo,System 100 cryogenic vial holder,cs/4 ,66008-712,,,VWR International
four. labo,Tape Dispenser,each,36432-313,,,VWR International
four. labo,Tapis autocollant ,cs/8,21924-108,,,VWR International
plastique,Tips ART 1000 microL avec filtres,1000 / sac,16466-004,,,VWR International
plastique,"Tips ART 1000E, 1000ul Aerosol Resistant Tip, Pre-Sterilized, Certified Pure",pk/800,72830-042,2079E,,VWR International
plastique,"Tips ART 200, 200ul Aerosol Resistant Tip, Racked, Pre-Sterilized, Certified Pure",pk/960,72830-044,2069,,VWR International
plastique,"Tips ART 20P, 20ul Aerosol Resistant Tip, Pre-Sterilized, Certified Pure",pk/960,72830-046,2149P,,VWR International
plastique,tips avec filtre 1000ul,pk/576,16466-006,,,VWR International
plastique,tips avec filtre 10ul,pk/1000,53510-029,,,VWR International
plastique,tips avec filtre 200ul,pk960,53510-106,,,VWR International
plastique,tips avec filtre 250 ul,pk/1000,53510-044,53510-044,,VWR International
plastique,tips avec filtre 40ul,pk/1000,53510-016,1055-800-010,,VWR International
four. labo,tissue culture gasket ( petits),pk/2,27397-360,,,VWR International
four. labo,Tissue Culture Nosepiece Kit with 4 filters,each,53498-065,,Drummond,VWR International
four. labo,Tissue Tek cytocool II ,cs/12,48212-190,,,VWR International
plastique,tube 14 ml avec bouchon,cs/500,ca60819-524,352057,,VWR International
plastique,tube 14 ml with snap ,cs/500,CA60819-761,352059,,VWR International
plastique,tube 15 ml,cs/500,CA21008-918,352097,BD,VWR International
plastique,tube 5 ml polypropylene avec bouchon,cs/500,ca60819-728,352063,Falcon,VWR International
plastique,tube 5 ml polystyrene sans bouchon,cs/1000,ca60819-820,352008,,VWR International
plastique,tube 5 ml snap cap ps,cs/1000,CA60819-310,352054,,VWR International
plastique,tube 50 ml,cs/500,CA21008-940,352070,,VWR International
plastique,tube 50 ml,cs/500,CA21008-951,352098,Falcon,VWR International
plastique,tube 6 ml  polysryrene ,cs/500,CA21008-948,352235,,VWR International
plastique,tube and closures non sterile,8x12racks,82006-698,,,VWR International
four. labo,Tubular rollstock,241.31X125 125 feet,11213-800 ,trs-16125-4,kapak,VWR International
four. labo,Vortex mixers,each,58816-121,,,VWR International
plastique,Weigh-Boat ( White),pk/500,12577-005,,,VWR International
plastique,Weigh-Boat ( White),pk/500,12577-027,,,VWR International
plastique,Weigh-Boat ( White),pk/500,12577-049,,,VWR International
